"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"629","CHAUGAWAN TIMES","UPHIN/2005/15911","22-09-2005","Hindi","Weekly","SUSHIL KUMAR AWASTHI","SUSHIL KUMAR AWASTHI","Uttar Pradesh","Lucknow","View        registration details for CHAUGAWAN TIMES (UPHIN/2005/15911)"
"630","CHAUGAWAN TIMES","UPHIN/2008/27043","12-02-2009","Hindi","Monthly","SUSHEEL KUMAR AWASTHI","SUSHIL KUMAR AWASTHI","Uttar Pradesh","Lucknow","View        registration details for CHAUGAWAN TIMES (UPHIN/2008/27043)"
"631","CHAUKHAMBA TIMES","UTTHIN/2015/68028","03-08-2016","Hindi","Weekly","GANGESHWARI SEMWAL","GANGESHWARI SEMWAL","Uttarakhand","Dehradun","View        registration details for CHAUKHAMBA TIMES (UTTHIN/2015/68028)"
"632","CHAURI CHAURA TIMES","UPHIN/2011/46347","09-11-2012","Hindi","Monthly","RAMKRISHAN PATTOO","RAMKRISHAN PATTOO","Uttar Pradesh","Gorakhpur","View        registration details for CHAURI CHAURA TIMES (UPHIN/2011/46347)"
"633","CHAURI CHAURA TIMES","UPHIN/2001/06423","02-11-2001","Hindi","Weekly","RAMKRISHAN PATTOO","RAMKRISHAN PATTOO","Uttar Pradesh","Gorakhpur","View        registration details for CHAURI CHAURA TIMES (UPHIN/2001/06423)"
"634","CHAWLA TIMES","MPHIN/2016/66997","23-05-2016","Hindi","Monthly","ARTI","ARATI","Madhya Pradesh","Bhopal","View        registration details for CHAWLA TIMES (MPHIN/2016/66997)"
"635","CHAYAL TIMES","UPHIN/2022/84742","04-04-2024","Hindi","Daily","ASIF JAFRI (VIKRANT)","ASIF JAFRI VIKRANT","Uttar Pradesh","Lucknow","View        registration details for CHAYAL TIMES (UPHIN/2022/84742)"
"636","CHAYAL TIMES","UPHIN/2007/23782","30-04-2008","HINDI","Weekly","ASIF JAFRI (VIKRANT)","ASIF JAFRI VIKRAT","Uttar Pradesh","","View        registration details for CHAYAL TIMES (UPHIN/2007/23782)"
"637","CHCHALIYA TIMES","65425","13-01-1997","Hindi","Monthly","J.K. SHASTRI","J.K.SHASTRI","Madhya Pradesh","Ujjain","View        registration details for CHCHALIYA TIMES (65425)"
"638","CHEMBUR TIMES","MAHMAR/2008/24965","28-07-2008","Marathi","Weekly","DNYANESHWAR RAMKISAN THOMBARE","DNYANESHWAR RAMKISAN THOMBARE","Maharashtra","Mumbai Suburban","View        registration details for CHEMBUR TIMES (MAHMAR/2008/24965)"
"639","CHEMISTRY TIMES","KARENG/2015/63294","15-07-2015","English","Monthly","ESWAR REDDY ALLA","ESWAR REDDY ALLA","Karnataka","Bengaluru","View        registration details for CHEMISTRY TIMES (KARENG/2015/63294)"
"640","CHENNAI TIMES","TNENG/2008/26393","28-11-2008","English","Daily","S. SANTHANAGOPAL","BENNETT, COLEMAN & CO.LTD","Tamil Nadu","Kancheepuram","View        registration details for CHENNAI TIMES (TNENG/2008/26393)"
"641","CHENNAI TIMES WHATS HOT","TNENG/2008/25177","12-08-2008","English","Weekly","S. SANTHANAGOPAL","BENNETT, COLEMAN & CO.LTD","Tamil Nadu","Kancheepuram","View        registration details for CHENNAI TIMES WHATS HOT (TNENG/2008/25177)"
"642","CHERISH TIMES","UPHIN/2015/62318","29-05-2015","Hindi","Weekly","VINEETA RANI GUPTA","VINEETA RANI GUPTA","Uttar Pradesh","Lucknow","View        registration details for CHERISH TIMES (UPHIN/2015/62318)"
"643","CHESHTA TIMES","UTTHIN/2021/85591","27-10-2023","Hindi","Weekly","PREETI SHARMA","PREETI SHARMA","Uttarakhand","Dehradun","View        registration details for CHESHTA TIMES (UTTHIN/2021/85591)"
"644","CHETAN TIMES","DELHIN/2004/12882","18-03-2004","Hindi","Weekly","CHETAN GUPTA","CHETAN GUPTA","Delhi","New Delhi","View        registration details for CHETAN TIMES (DELHIN/2004/12882)"
"645","CHHATARPUR TIMES","52050","02-02-1984","Hindi","Daily","SANAT KUMAR JAIN","SANAT KUMAR JAIN","Madhya Pradesh","Chhatarpur","View        registration details for CHHATARPUR TIMES (52050)"
"646","CHHATRAPATI TIMES","51939","18-06-1990","Hindi","Weekly","MANSHARAM MALVIYA","MANSHARAM MALVIYA","Madhya Pradesh","Dewas","View        registration details for CHHATRAPATI TIMES (51939)"
"647","CHHATRASAL TIMES","MPHIN/2023/89743","21-10-2024","HINDI","Monthly","RAJ KUMAR PATERIYA","RAJ KUMAR PATERIYA","Madhya Pradesh","Chhatarpur","View        registration details for CHHATRASAL TIMES (MPHIN/2023/89743)"
"648","CHHATTISGARH TIMES","CHHHIN/2004/16642","28-08-2004","Hindi","Weekly","KARTAR SINGH KANJVAN","KARTAR SINGH KANJVAN","Chhattisgarh","Chhatisgarh","View        registration details for CHHATTISGARH TIMES (CHHHIN/2004/16642)"
"649","CHHINDWARA TIMES","MPHIN/2023/90835","11-06-2025","Hindi","Weekly","MANOJ PARATE","MANOJ PARATE","Madhya Pradesh","Chhindwara","View        registration details for CHHINDWARA TIMES (MPHIN/2023/90835)"
"650","CHHIPA TIMES","RAJHIN/2016/67525","14-06-2016","Hindi","Monthly","NASEEM BANO","NASEEM BANO","Rajasthan","Jodhpur","View        registration details for CHHIPA TIMES (RAJHIN/2016/67525)"
"651","CHHOTA NAGPUR TIMES","13148","01-01-1967","Hindi","Fortnightly","JHANKARDAN TIGA","JHANKARDAN TIGA & BINKAS ECKA","Jharkhand","Ranchi","View        registration details for CHHOTA NAGPUR TIMES (13148)"
"652","CHIKKODI TIMES","KARKAN/2017/72290","15-06-2017","Kannada","Daily","POOJA PRAVEEN MAVARKAR","POOJA PRAVEEN MAVARKAR","Karnataka","Belagavi","View        registration details for CHIKKODI TIMES (KARKAN/2017/72290)"
"653","CHILDREN TIMES","GUJGUJ/2011/41623","17-04-2012","Gujarati","Fortnightly","PRITIBEN HITESHBHAI FUMAKIYA","PRITIBEN HITESHBHAI FUMAKIYA","Gujarat","Rajkot","View        registration details for CHILDREN TIMES (GUJGUJ/2011/41623)"
"654","CHINGHAR TIMES","DELHIN/2006/17130","10-04-2006","Hindi","Fortnightly","BHAGAT SINGH","BHAGAT SINGH","Delhi","New Delhi","View        registration details for CHINGHAR TIMES (DELHIN/2006/17130)"
"655","CHINU TIMES","40473","09-02-1983","Hindi","Weekly","POOJA JAIN","BABU RAM KHACHERU MAL CHARITABLE TRUST","Delhi","New Delhi","View        registration details for CHINU TIMES (40473)"
"656","CHIRAG TIMES","HARHIN/2016/74497","23-01-2018","Hindi","Monthly","DINESH RANGA","DINESH RANGA","Haryana","Hisar","View        registration details for CHIRAG TIMES (HARHIN/2016/74497)"
"657","CHITORIYA TIMES","MPHIN/2011/39615","15-11-2011","Hindi","Weekly","KAILASH SINGH","KAILASH SINGH","Madhya Pradesh","Bhopal","View        registration details for CHITORIYA TIMES (MPHIN/2011/39615)"
"658","CHITRADURGA TIMES","KARKAN/2020/79148","07-12-2020","Kannada","Daily","SURENDRANATHA D R.","SURENDRANATHA D R.","Karnataka","Chitradurga","View        registration details for CHITRADURGA TIMES (KARKAN/2020/79148)"
"659","CHITRASTHALI TIMES","UTTHIN/2018/75743","23-07-2018","Hindi","Weekly","AMIT SAXENA","AMIT SAXENA","Uttarakhand","Udham Singh Nagar","View        registration details for CHITRASTHALI TIMES (UTTHIN/2018/75743)"
"660","CHOICE TIMES","UPHIN/2010/33525","01-09-2010","Hindi","Daily","SANJEEV KUMAR MISHRA","SANJEEV KUMAR MISHRA","Uttar Pradesh","Chitrakoot","View        registration details for CHOICE TIMES (UPHIN/2010/33525)"
"661","CHOICE TIMES","CHHENG/2008/26293","20-11-2008","English","Daily","SANJEEV KUMAR MISHRA","SANJEEV KUMAR MISHRA","Chhattisgarh","Raipur","View        registration details for CHOICE TIMES (CHHENG/2008/26293)"
"662","CHOICE TIMES","UPHIN/2009/31452","16-03-2010","Hindi","Daily","SANJEEV KUMAR MISHRA","SANJEEV KUMAR MISHRA","Uttar Pradesh","Mirzapur","View        registration details for CHOICE TIMES (UPHIN/2009/31452)"
"663","CHOICE TIMES","JHAENG/2016/66745","18-04-2016","English","Daily","SANJEEV KUMAR MISHRA","SANJEEV KUMAR MISHRA","Jharkhand","Ranchi","View        registration details for CHOICE TIMES (JHAENG/2016/66745)"
"664","CHOICE TIMES","WBENG/2008/25751","24-09-2008","English","Daily","Surojit Roy Chowdhury","SANJEEV KUMAR MISHRA","West Bengal","Kolkata","View        registration details for CHOICE TIMES (WBENG/2008/25751)"
"665","CHOICE TIMES","MEGHIN/2010/32396","21-05-2010","Hindi","Daily","RAJ KIRAN GUPTA","SANJEEV KUMAR MISHRA","Meghalaya","East Khasi Hills","View        registration details for CHOICE TIMES (MEGHIN/2010/32396)"
"666","CHOPRA TIMES","UPHIN/2001/05467","12-11-2001","Hindi","Weekly","PARSHU RAM CHOPRA","PARSHU RAM CHOPRA","Uttar Pradesh","Bulandshahr","View        registration details for CHOPRA TIMES (UPHIN/2001/05467)"
"667","CHOURASIYA TIMES","MPHIN/2018/78135","04-11-2019","Hindi","Monthly","VIJETA CHOURASIYA","VIJETA CHOURASIYA","Madhya Pradesh","Bhopal","View        registration details for CHOURASIYA TIMES (MPHIN/2018/78135)"
"668","CHOURASIYA TIMES","MPHIN/25/A4318","25-11-2025","Hindi","Quarterly","VIJETA CHOURASIYA","VIJETA CHOURASIYA","Madhya Pradesh","Bhopal","View        registration details for CHOURASIYA TIMES (MPHIN/25/A4318)"
"669","CHOURASIYA TIMES","MPHIN/2023/90846","11-06-2025","Hindi","Weekly","VIJETA CHOURASIYA","VIJETA CHOURASIYA","Madhya Pradesh","Bhopal","View        registration details for CHOURASIYA TIMES	 (MPHIN/2023/90846)"
"670","CHROMPET TIMES","TNBIL/2015/70397","07-02-2017","English, Tamil","Weekly","D. LOKESH","D. LOKESH","Tamil Nadu","Chennai","View        registration details for CHROMPET TIMES (TNBIL/2015/70397)"
"671","CHUNAUTI TIMES","UTTHIN/2011/40491","20-01-2012","Hindi","Weekly","PREMLATA BHARTARI","PREMLATA BHARTARI","Uttarakhand","Dehradun","View        registration details for CHUNAUTI TIMES (UTTHIN/2011/40491)"
"672","CITIZEN TIMES","UPHIN/2022/84400","19-05-2023","Hindi","Daily","YOGESH KUMAR","YOGESH KUMAR","Uttar Pradesh","Lucknow","View        registration details for CITIZEN TIMES (UPHIN/2022/84400)"
"673","CITIZEN TIMES","APTEL/2009/28868","01-09-2009","Telugu","Daily (Monday To Saturday)","KANCHERLA SANDEEP KUMAR","KANCHERLA SANDEEP KUMAR","Andhra Pradesh","Visakhapatnam","View        registration details for CITIZEN TIMES (APTEL/2009/28868)"
"674","CITIZEN TIMES","UPHIN/2021/80924","28-12-2021","Hindi","Weekly","YOGESH KUMAR","YOGESH KUMAR","Uttar Pradesh","Lucknow","View        registration details for CITIZEN TIMES (UPHIN/2021/80924)"
"675","CITIZEN TIMES","UPHIN/2022/84544","29-05-2023","Hindi","Fortnightly","YOGESH KUMAR","YOGESH KUMAR","Uttar Pradesh","Lucknow","View        registration details for CITIZEN TIMES (UPHIN/2022/84544)"
"676","CITIZEN TIMES","UPHIN/2022/84979","14-06-2023","Hindi","Monthly","YOGESH KUMAR","YOGESH KUMAR","Uttar Pradesh","Lucknow","View        registration details for CITIZEN TIMES (UPHIN/2022/84979)"
"677","CITY TIMES","UPURD/2013/54363","31-01-2014","Urdu","Daily","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Gorakhpur","View        registration details for CITY TIMES (UPURD/2013/54363)"
"678","CITY TIMES","UTTHIN/2010/36009","07-03-2011","Hindi","Weekly","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttarakhand","Dehradun","View        registration details for CITY TIMES (UTTHIN/2010/36009)"
"679","CITY TIMES","UPHIN/2013/54345","30-01-2014","Hindi","Daily","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Gorakhpur","View        registration details for CITY TIMES (UPHIN/2013/54345)"
"680","CITY TIMES","UPHIN/2014/57553","29-09-2014","Hindi","Daily","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Varanasi","View        registration details for CITY TIMES (UPHIN/2014/57553)"
"681","CITY TIMES","UPURD/2014/59936","30-01-2015","Urdu","Daily","SHAILANDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Prayagraj","View        registration details for CITY TIMES (UPURD/2014/59936)"
"682","CITY TIMES","UPHIN/2014/59934","30-01-2015","Hindi","Daily","SHAILANDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Faizabad","View        registration details for CITY TIMES (UPHIN/2014/59934)"
"683","CITY TIMES","UPHIN/2013/54343","29-01-2014","Hindi","Daily","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Gorakhpur","View        registration details for CITY TIMES (UPHIN/2013/54343)"
"684","CITY TIMES","APTEL/2013/52061","16-09-2013","Telugu","Daily","B PRAMOD KUMAR","B PRAMOD KUMAR","Andhra Pradesh","Adilabad","View        registration details for CITY TIMES (APTEL/2013/52061)"
"685","CITY TIMES","UPHIN/2007/21117","10-09-2007","Hindi","Daily","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Lucknow","View        registration details for CITY TIMES (UPHIN/2007/21117)"
"686","CITY TIMES","71660","19-04-1990","Gujarati","Weekly","HANSHABEN S.JOSHI","HANSHABEN S.JOSHI","Gujarat","Junagadh","View        registration details for CITY TIMES (71660)"
"687","CITY TIMES","UPHIN/2002/07278","13-03-2002","Hindi","Weekly","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Lucknow","View        registration details for CITY TIMES (UPHIN/2002/07278)"
"688","CITY TIMES","UPHIN/2014/59945","30-01-2015","Hindi","Daily","SHAILANDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Bareilly","View        registration details for CITY TIMES (UPHIN/2014/59945)"
"689","CITY TIMES","UPURD/2014/59942","30-01-2015","Urdu","Daily","SHAILANDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Moradabad","View        registration details for CITY TIMES (UPURD/2014/59942)"
"690","CITY TIMES","UPURD/2014/59943","30-01-2015","Urdu","Daily","SHAILANDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Faizabad","View        registration details for CITY TIMES (UPURD/2014/59943)"
"691","CITY TIMES","UPURD/2014/59944","30-01-2015","Urdu","Daily","SHAILANDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Bareilly","View        registration details for CITY TIMES (UPURD/2014/59944)"
"692","CITY TIMES","UTTHIN/2011/41572","11-04-2012","Hindi","Daily","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttarakhand","Dehradun","View        registration details for CITY TIMES (UTTHIN/2011/41572)"
"693","CITY TIMES","UPHIN/2006/19517","25-04-2007","Hindi","Fortnightly","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Lucknow","View        registration details for CITY TIMES (UPHIN/2006/19517)"
"694","CITY TIMES","UPHIN/1999/02401","02-09-2000","Hindi","Daily","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Lucknow","View        registration details for CITY TIMES (UPHIN/1999/02401)"
"695","CITY TIMES","UPHIN/2014/59941","30-01-2015","Hindi","Daily","SHAILANDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Moradabad","View        registration details for CITY TIMES (UPHIN/2014/59941)"
"696","CITY TIMES","UPURD/2008/23980","13-05-2008","Urdu","Daily","SHAILANDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Lucknow","View        registration details for CITY TIMES (UPURD/2008/23980)"
"697","CITY TIMES","APTEL/2013/51419","13-08-2013","Telugu","Daily","B. PRAMOD KUMAR","B PRAMOD KUMAR","Andhra Pradesh","Rangareddy","View        registration details for CITY TIMES (APTEL/2013/51419)"
"698","CITY TIMES","UPHIN/2002/08359","10-09-2002","Hindi","Monthly","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Lucknow","View        registration details for CITY TIMES (UPHIN/2002/08359)"
"699","CITY TIMES","DELHIN/2008/24280","30-05-2008","Hindi","Daily","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Delhi","New Delhi","View        registration details for CITY TIMES (DELHIN/2008/24280)"
"700","CITY TIMES","UPHIN/2007/23826","29-04-2008","Hindi","Quarterly","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Lucknow","View        registration details for CITY TIMES (UPHIN/2007/23826)"
"701","CITY TIMES","APTEL/2013/50012","28-05-2013","Telugu","Daily","B PRAMOD KUMAR","B PRAMOD KUMAR","Andhra Pradesh","Chittoor","View        registration details for CITY TIMES (APTEL/2013/50012)"
"702","CITY TIMES","UPURD/2014/59935","30-01-2015","Urdu","Daily","SHAILANDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Varanasi","View        registration details for CITY TIMES (UPURD/2014/59935)"
"703","CITY TIMES","UPHIN/2008/25248","13-08-2008","Hindi","Daily","SHAILENDRA MANI TRIPATHI","M C I 5 MEDIA COMMUNICATION PVT. LTD","Uttar Pradesh","Prayagraj","View        registration details for CITY TIMES (UPHIN/2008/25248)"
"704","CITY TIMES","72135","03-11-1999","English","Daily","B P GOSWAMI","B P GOSWAMI","Tamil Nadu","Chennai","View        registration details for CITY TIMES (72135)"
"705","CITY TIMES","APTEL/2001/05896","06-11-2001","Telugu","Daily","B. PRAMOD KUMAR","B PRAMOD KUMAR","Telangana","Hyderabad","View        registration details for CITY TIMES (APTEL/2001/05896)"
"706","CITY TIMES","APTEL/2012/47642","23-01-2013","Telugu","Daily","B. PRAMOD KUMAR","B PRAMOD KUMAR","Andhra Pradesh","Warangal","View        registration details for CITY TIMES (APTEL/2012/47642)"
"707","CIVIL LAW TIMES","63968","01-01-1996","English","Monthly","PRADEEP BEHL","PRADEEP BAHL","Delhi","New Delhi","View        registration details for CIVIL LAW TIMES (63968)"
"708","CIVIL SERVICES TIMES","62339","03-07-1995","English","Monthly","VIVEK SEANGRAJ","VIVEK SEANGRAJ","Delhi","New Delhi","View        registration details for CIVIL SERVICES TIMES (62339)"
"709","CLOWN TIMES","UPHIN/2003/10137","18-02-2003","Hindi","Monthly","ANIL KUMAR MISHRA","ANIL KUMAR MISHRA","Uttar Pradesh","Varanasi","View        registration details for CLOWN TIMES (UPHIN/2003/10137)"
"710","CLUE TIMES","UPHIN/2002/08709","14-01-2002","Hindi","Weekly","SURENDRA KUMAR GUPTA","Surendra Kumar Gupta","Uttar Pradesh","Ghaziabad","View        registration details for CLUE TIMES (UPHIN/2002/08709)"
"711","COASTA TIMES","APTEL/2018/75803","01-08-2018","Telugu","Daily","CHOPPALA DEEPIKA","CHOPPALA DEEPIKA","Andhra Pradesh","East Godavari","View        registration details for COASTA TIMES (APTEL/2018/75803)"
"712","COFFEE TIMES","APTEL/2010/31623","25-03-2010","Telugu","Monthly","M. V. S. RAVINDRA KUMAR","MVS RAVINDRA KUMAR","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for COFFEE TIMES (APTEL/2010/31623)"
"713","COIMBATORE TIMES","TNENG/2011/36917","26-04-2011","English","Daily","S. SANTHANAGOPAL","BENNETT, COLEMAN & CO.LTD","Tamil Nadu","Kancheepuram","View        registration details for COIMBATORE TIMES (TNENG/2011/36917)"
"714","COLOUR TIMES","DELHIN/2014/58430","20-11-2014","Hindi","Fortnightly","SUNNY SEHGAL","SUNNY SEHGAL","Delhi","New Delhi","View        registration details for COLOUR TIMES (DELHIN/2014/58430)"
"715","COMFORT TIMES","UTTHIN/2010/32335","13-05-2010","Hindi","Weekly","RAJIV VERMA","RAJIV VERMA","Uttarakhand","Dehradun","View        registration details for COMFORT TIMES (UTTHIN/2010/32335)"
"716","COMMERCIAL TIMES","58233","08-08-1994","Kannada","Fortnightly","R G MUGALI","R.G.MUGALI","Karnataka","Dharwad","View        registration details for COMMERCIAL TIMES (58233)"
"717","COMMNUCATION TIMES","57398","15-07-1994","English, HINDI","Fortnightly","MANOJ KUMAR GUPTA","MANOJ KUMAR GUPTA","Delhi","New Delhi","View        registration details for COMMNUCATION TIMES (57398)"
"718","COMMONWHEEL TIMES","UPHIN/2014/56675","25-08-2014","Hindi","Weekly","SHASHI SHARMA","SHASHI SHARMA","Uttar Pradesh","Lucknow","View        registration details for COMMONWHEEL TIMES (UPHIN/2014/56675)"
"719","COMMONWHEEL TIMES","UPHIN/2022/84402","19-05-2023","Hindi","Monthly","SHASHI SHARMA","SHASHI SHARMA","Uttar Pradesh","Lucknow","View        registration details for COMMONWHEEL TIMES (UPHIN/2022/84402)"
"720","COMMONWHEEL TIMES","UPHIN/2022/84397","19-05-2023","Hindi","Daily","SHASHI SHARMA","SHASHI SHARMA","Uttar Pradesh","Lucknow","View        registration details for COMMONWHEEL TIMES (UPHIN/2022/84397)"
"721","COMMONWHEEL TIMES","UPENG/2022/84294","12-05-2023","English","Daily","SHASHI SHARMA","SHASHI SHARMA","Uttar Pradesh","Lucknow","View        registration details for COMMONWHEEL TIMES (UPENG/2022/84294)"
"722","CONCEPT TIMES","MPHIN/2023/87716","01-07-2024","HINDI","Monthly","ATESHAM KHAN","ATESHAM KHAN","Madhya Pradesh","","View        registration details for CONCEPT TIMES (MPHIN/2023/87716)"
"723","CONSTRUCTION TIMES","MAHENG/2014/55864","06-06-2014","English","Monthly","RAMAMURTHY T. MAYAVAN","M/S. ARK EVENTS AND MEDIA PVT. LTD.","Maharashtra","Thane","View        registration details for CONSTRUCTION TIMES (MAHENG/2014/55864)"
