"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"770","Aapka Khabariya","UAHIN/25/A4613","03-12-2025","Hindi","Fortnightly","TARA CHANDRA JOSHI","TARA CHANDRA JOSHI","Uttarakhand","Nainital","View        registration details for Aapka Khabariya (UAHIN/25/A4613)"
"771","AAPKA METRO","UPHIN/2014/60057","05-02-2015","Hindi","Daily","PALLAVI TIWARI","PALLAVI TIWARI","Uttar Pradesh","Lucknow","View        registration details for AAPKA METRO (UPHIN/2014/60057)"
"772","AAPKA NASEEB","MPHIN/2003/11259","10-06-2003","Hindi","Daily","HASIB MOHAMMAD","HASIB MOHAMMAD","Madhya Pradesh","Bhopal","View        registration details for AAPKA NASEEB (MPHIN/2003/11259)"
"773","AAPKA NEWS STAR","MPBIL/25/A2249","21-08-2025","English, Hindi","Weekly","Rajesh Kumar Patel","Rajesh Kumar Patel","Madhya Pradesh","Panna","View        registration details for AAPKA NEWS STAR (MPBIL/25/A2249)"
"774","AAPKA PRAHAR TIMES","MAHHIN/2015/60803","17-03-2015","Hindi","Weekly","MOHAMMED WASIM SYED","MOHAMMED WASIM SYED","Maharashtra","Thane","View        registration details for AAPKA PRAHAR TIMES (MAHHIN/2015/60803)"
"775","AAPKA RAJ","RAJHIN/2002/9430","24-03-2003","Hindi","Daily","DAULAT RAM TAK","DAULAT RAM TAK","Rajasthan","Jodhpur","View        registration details for AAPKA RAJ (RAJHIN/2002/9430)"
"776","AAPKA REHBAR","UPHIN/2010/31903","09-04-2010","Hindi","Weekly","ASHRAF ALI","ASHRAF ALI","Uttar Pradesh","Moradabad","View        registration details for AAPKA REHBAR (UPHIN/2010/31903)"
"777","AAPKA SAMAY","MAHHIN/2017/75131","09-05-2018","Hindi","Weekly","ANIL PRASAD S NAUTIYAL","ANIL PRASAD S NAUTIYAL","Maharashtra","Thane","View        registration details for AAPKA SAMAY (MAHHIN/2017/75131)"
"778","AAPKA SAPNA","MPHIN/2013/57021","05-09-2014","Hindi","Weekly","YOGESH D. PARMAR","YOGESH D. PARMAR","Madhya Pradesh","Indore","View        registration details for AAPKA SAPNA (MPHIN/2013/57021)"
"779","AAPKA SATHI","56857","24-03-1993","Hindi","Weekly","MAMTA CHANDANI","MAMTA CHANDANI","Uttar Pradesh","Lucknow","View        registration details for AAPKA SATHI (56857)"
"780","AAPKA SATHI","UPHIN/2003/09869","26-03-2003","Hindi","Daily","MAMTA CHANDANI","MAMTA CHANDANI","Uttar Pradesh","Lucknow","View        registration details for AAPKA SATHI (UPHIN/2003/09869)"
"781","AAPKA SHAHAR","MAHHIN/2010/33451","30-08-2010","Hindi","Weekly","SINGH OMPRAKASH BHAGWATI","SINGH OMPRAKASH BHAGWATI","Maharashtra","Thane","View        registration details for AAPKA SHAHAR (MAHHIN/2010/33451)"
"782","AAPKA VIEW","UAHIN/26/A1488","13-03-2026","Hindi","Monthly","Rahul kumar verma","Rahul kumar verma","Uttarakhand","Haridwar","View        registration details for AAPKA VIEW (UAHIN/26/A1488)"
"783","AAPKA VIEW","DELHIN/2014/54250","23-01-2014","Hindi","Weekly","RAHUL KUMAR VERMA","RAHUL KUMAR VERMA","Delhi","New Delhi","View        registration details for AAPKA VIEW (DELHIN/2014/54250)"
"784","AAPKA VIEW","UAHIN/25/A2663","18-09-2025","Hindi","Weekly","Rahul kumar verma","Rahul kumar verma","Uttarakhand","Haridwar","View        registration details for AAPKA VIEW (UAHIN/25/A2663)"
"785","AAPKI AWAAZ JANTA TAK","UPHIN/25/A5231","17-12-2025","Hindi","Daily","RAJWALA","RAJWALA","Uttar Pradesh","Budaun","View        registration details for AAPKI AWAAZ JANTA TAK  (UPHIN/25/A5231)"
"786","AAPKI BAAT","UPURD/2016/67420","06-06-2016","Urdu","Daily","SHABIHUL HASAN","SHABIHUL HASAN","Uttar Pradesh","Lucknow","View        registration details for AAPKI BAAT (UPURD/2016/67420)"
"787","AAPKI BAAT","MPHIN/2001/06837","04-03-2002","Hindi","Monthly","JITENDER RICHHARIA","JITENDER RICHARIA","Madhya Pradesh","Chhatarpur","View        registration details for AAPKI BAAT (MPHIN/2001/06837)"
"788","AAPKI BAAT HAMARA SATH","MAHHIN/2023/89389","10-10-2024","HINDI","Daily","RAKESH DASHRATH LAHORI","RAKESH DASHRATH LAHORI","Maharashtra","","View        registration details for AAPKI BAAT HAMARA SATH (MAHHIN/2023/89389)"
"789","AAPKI BAAT KHABRON KE SATH","MPHIN/25/A3291","16-10-2025","Hindi","Quarterly","MINI KUSHWAH","MINI KUSHWAH","Madhya Pradesh","Gwalior","View        registration details for AAPKI BAAT KHABRON KE SATH (MPHIN/25/A3291)"
"790","AAPKI CHAHAT NEWS","MPHIN/2021/83392","23-02-2023","Hindi","Weekly","ANIL KUMAR","ANIL KUMAR","Madhya Pradesh","Raisen","View        registration details for AAPKI CHAHAT NEWS (MPHIN/2021/83392)"
"791","AAPKI CHHAYA","MPHIN/25/A4302","25-11-2025","Hindi","Daily","JUHI MISHRA","JUHI MISHRA","Madhya Pradesh","Jabalpur","View        registration details for AAPKI CHHAYA (MPHIN/25/A4302)"
"792","AAPKI CHHAYA","MPHIN/2015/70749","09-03-2017","Hindi","Monthly","JUHI MISHRA","JUHI MISHRA","Madhya Pradesh","Bhopal","View        registration details for AAPKI CHHAYA (MPHIN/2015/70749)"
"793","AAPKI DASTAK","UPHIN/2013/52048","16-09-2013","Hindi","Weekly","ARCHANA YADAV","ARCHANA YADAV","Uttar Pradesh","Lucknow","View        registration details for AAPKI DASTAK (UPHIN/2013/52048)"
"794","AAPKI DRISHTI","UPHIN/2016/68638","06-09-2016","Hindi","Weekly","REENA DEVI","REENA DEVI","Uttar Pradesh","Lucknow","View        registration details for AAPKI DRISHTI (UPHIN/2016/68638)"
"795","AAPKI DRISHTI","UPHIN/2024/90720","19-05-2025","Hindi","Monthly","REENA DEVI","REENA DEVI","Uttar Pradesh","Lucknow","View        registration details for AAPKI DRISHTI	 (UPHIN/2024/90720)"
"796","AAPKI JUNG","MAHHIN/2012/42373","17-05-2012","Hindi","Weekly","MUNNA HAKIM MIYAN","MUNNA HAKIM MIYAN","Maharashtra","Thane","View        registration details for AAPKI JUNG (MAHHIN/2012/42373)"
"797","AAPKI KHABAR","DELHIN/2001/05619","20-02-2001","Hindi","Weekly","RAM PRAKASH","RAM PRAKASH","Delhi","New Delhi","View        registration details for AAPKI KHABAR (DELHIN/2001/05619)"
"798","AAPKI NEWS","DELHIN/2007/22271","18-12-2007","Hindi","Fortnightly","SHYAM SUNDER","SHYAM SUNDER","Delhi","New Delhi","View        registration details for AAPKI NEWS (DELHIN/2007/22271)"
"799","AAPKI NIRBHAYA","MPBIL/2016/67108","26-05-2016","English, HINDI","Monthly","NADIYA","NADIYA","Madhya Pradesh","Bhopal","View        registration details for AAPKI NIRBHAYA (MPBIL/2016/67108)"
"800","AAPKI PATRIKA","RAJHIN/2009/27175","27-02-2009","Hindi","Weekly","MUKESH MITTAL","MUKESH MITTAL","Rajasthan","Hanumangarh","View        registration details for AAPKI PATRIKA (RAJHIN/2009/27175)"
"801","Aapki pehchan","HRHIN/25/A2938","30-09-2025","Hindi","Monthly","preeta","preeta","Haryana","Faridabad","View        registration details for Aapki pehchan  (HRHIN/25/A2938)"
"802","AAPKI SEHAT","DELHIN/2013/53582","17-12-2013","Hindi","Monthly","TARUN KUMAR","TARUN KUMAR","Delhi","New Delhi","View        registration details for AAPKI SEHAT (DELHIN/2013/53582)"
"803","AAPKI TAKAT","UPBIL/2006/21594","24-10-2007","Hindi, Urdu","Weekly","SYED MANZOR MEHDI","SAYED MANZAR MEHDI","Uttar Pradesh","Faizabad","View        registration details for AAPKI TAKAT (UPBIL/2006/21594)"
"804","AAPKI TAKAT","UPURD/2013/48902","28-03-2013","Urdu","Daily","SAYED MANZAR MEHDI","SAYED MANZAR MEHDI","Uttar Pradesh","Faizabad","View        registration details for AAPKI TAKAT (UPURD/2013/48902)"
"805","AAPKI TALASH","GUJHIN/2013/50672","02-07-2013","Hindi","Daily","RAJENDRA DINKAR CHAUDHARI","RAJENDRA DINKAR CHAUDHARI","Gujarat","Surat","View        registration details for AAPKI TALASH (GUJHIN/2013/50672)"
"806","AAPKI TALASH","GUJHIN/2014/55467","29-04-2014","Hindi","Monthly","RAJENDRA DINKAR CHAUDHARI","RAJENDRA DINKAR CHAUDHARI","Gujarat","Surat","View        registration details for AAPKI TALASH (GUJHIN/2014/55467)"
"807","AAPKI TALASH","DNHHIN/2013/52586","11-10-2013","Hindi","Daily","RAJENDRA DINKAR CHAUDHARI","RAJENDRA DINKAR CHAUDHARI","Dadra & Nagar Haveli","Dadra & Nagar Haveli","View        registration details for AAPKI TALASH (DNHHIN/2013/52586)"
"808","AAPKI TALASH","GUJHIN/2014/55479","29-04-2014","Hindi","Weekly","RAJENDRA DINKAR CHAUDHARI","RAJENDRA DINKAR CHAUDHARI","Gujarat","Surat","View        registration details for AAPKI TALASH (GUJHIN/2014/55479)"
"809","AAPKI TALASH","DDHIN/2013/52948","04-11-2013","Hindi","Daily","RAJENDRA DINKAR CHAUDHARI","RAJENDRA DINKAR CHAUDHARI","Dadra & Nagar Haveli","Daman","View        registration details for AAPKI TALASH (DDHIN/2013/52948)"
"810","AAPKI TALASH","GUJHIN/2013/52410","03-10-2013","Hindi","Daily","RAJENDRA DINKAR CHAUDHARI","RAJENDRA DINKAR CHAUDHARI","Gujarat","Navsari","View        registration details for AAPKI TALASH (GUJHIN/2013/52410)"
"811","AAPKI TALASH","MAHHIN/2014/60712","11-03-2015","Hindi","Daily","RAJENDRA DINKAR CHAUDHARI","RAJENDRA DINKAR CHAUDHARI","Maharashtra","Buldhana","View        registration details for AAPKI TALASH (MAHHIN/2014/60712)"
"812","AAPKI TALASH","GUJHIN/2013/52409","03-10-2013","Hindi","Daily","RAJENDRA DINKAR CHAUDHARI","RAJENDRA DINKAR CHAUDHARI","Gujarat","Valsad","View        registration details for AAPKI TALASH (GUJHIN/2013/52409)"
"813","AAPKI TALASH","MPHIN/2014/55608","13-05-2014","Hindi","Daily","RAJENDRA DINKAR CHAUDHARI","RAJENDRA DINKAR CHAUDHARI","Madhya Pradesh","Indore","View        registration details for AAPKI TALASH (MPHIN/2014/55608)"
"814","AAPKI TALASH","GUJHIN/2015/62607","15-06-2015","Hindi","Daily","RAJENDRA DINKAR CHAUDHARI","RAJENDRA DINKAR CHAUDHARI","Gujarat","Bharuch","View        registration details for AAPKI TALASH (GUJHIN/2015/62607)"
"815","Aapl Phaltan","MHMAR/25/A2491","11-09-2025","Marathi","Weekly","Popat Maruti Mind","Popat Maruti Mind","Maharashtra","Satara","View        registration details for Aapl Phaltan (MHMAR/25/A2491)"
"816","AAPLA AWAJ","MAHMAR/2023/88012","16-07-2024","MARATHI","Weekly","AMOL MANIK SONAWANE","AMOL MANIK SONAWANE","Maharashtra","","View        registration details for AAPLA AWAJ (MAHMAR/2023/88012)"
"817","AAPLA BALIRAJA","MAHMAR/2014/56844","02-09-2014","Marathi","Daily","SANKET SURESHRAO YERANDE","SANKET SURESHRAO YERANDE","Maharashtra","Beed","View        registration details for AAPLA BALIRAJA (MAHMAR/2014/56844)"
"818","AAPLA BHAGWA","MAHMAR/2016/67068","24-05-2016","Marathi","Weekly","AMAR SHANTARAM SHINDE","AMAR SHANTARAM SHINDE","Maharashtra","Thane","View        registration details for AAPLA BHAGWA (MAHMAR/2016/67068)"
"819","AAPLA CAREER","MAHMAR/2012/47707","28-01-2013","Marathi","Weekly","MAHADEV B. TARAL","MAHADEV B. TARAL","Maharashtra","Kolhapur","View        registration details for AAPLA CAREER (MAHMAR/2012/47707)"
"820","AAPLA JANADESH","MAHMAR/2012/43177","20-06-2012","Marathi","Weekly","YOGITA PRAVIN SHIRKE","YOGITA PRAVIN SHIRKE","Maharashtra","Pune","View        registration details for AAPLA JANADESH (MAHMAR/2012/43177)"
"821","AAPLA JANTACHE URJA","MAHBIL/2021/79667","09-03-2021","Marathi, Hindi","Weekly","SHRIKANT BHAGWAN RANDIVE","SHRIKANT BHAGWAN RANDIVE","Maharashtra","Thane","View        registration details for AAPLA JANTACHE URJA (MAHBIL/2021/79667)"
"822","AAPLA JILHA AAPLA MAHARASHTRA","MAHMAR/2023/87611","24-06-2024","MARATHI","Weekly","KURBAN SHAH MISKIN SHAH","KURBAN SHAH MISKIN SHAH","Maharashtra","","View        registration details for AAPLA JILHA AAPLA MAHARASHTRA (MAHMAR/2023/87611)"
"823","aapla journalist","MHBIL/25/A3498","27-10-2025","English, Marathi","Weekly","Pratik chandrakant Thakur","Pratik chandrakant Thakur","Maharashtra","Palghar","View        registration details for aapla journalist  (MHBIL/25/A3498)"
"824","AAPLA KHANDESH","MAHMAR/1993/09809","18-03-2002","Marathi","Weekly","ASHOK VITHOBA SHRIRAM","ASHOK VITHOBA SHRIRAM","Maharashtra","Dhule","View        registration details for AAPLA KHANDESH (MAHMAR/1993/09809)"
"825","AAPLA MAHANAGAR","49802","12-03-1990","Marathi","Daily","SANJAY BHASKAR SAWANT","AKSHAR COMMUNICATIONS PVT. LTD.","Maharashtra","Mumbai","View        registration details for AAPLA MAHANAGAR (49802)"
"826","AAPLA MAHANAGAR","MAHMAR/2021/83542","03-03-2023","Marathi","Daily","SANJAY BHASKAR SAWANT","M/S AKSHAR COMMUNICATIONS PVT LTD","Maharashtra","Thane","View        registration details for AAPLA MAHANAGAR (MAHMAR/2021/83542)"
"827","AAPLA MAHANAGAR","MAHMAR/2020/79376","28-01-2021","Marathi","Daily","SANJAY BHASKAR SAWANT","M/S AKSHAR COMMUNICATIONS PVT LTD","Maharashtra","Nashik","View        registration details for AAPLA MAHANAGAR (MAHMAR/2020/79376)"
"828","AAPLA MAHANAGAR","MAHMAR/2020/83543","06-03-2023","Marathi","Daily","SANJAY BHASKAR SAWANT","M/S AKSHAR COMMUNICATIONS PVT LTD","Maharashtra","Thane","View        registration details for AAPLA MAHANAGAR (MAHMAR/2020/83543)"
"829","AAPLA MAHANAGAR","62169","02-12-1995","Marathi","Daily","NIKHIL MANGESH WAGLE","M/S AKSHAR COMMUNICATIONS PVT LTD","Maharashtra","Mumbai","View        registration details for AAPLA MAHANAGAR (62169)"
"830","AAPLA MAHANAGAR","MAHMAR/2022/90680","30-04-2025","Marathi","Daily","SANJAY BHASKAR SAWANT","M/S AKSHAR COMMUNICATIONS PVT LTD","Maharashtra","Palghar","View        registration details for AAPLA MAHANAGAR	 (MAHMAR/2022/90680)"
"831","AAPLA MAHARASHTRA DISHA PARIVARTANACHI","MHMAR/25/A4752","05-12-2025","Marathi","Weekly","VAIBHAV JITENDRA MUNDE","VAIBHAV JITENDRA MUNDE","Maharashtra","Amravati","View        registration details for AAPLA MAHARASHTRA DISHA PARIVARTANACHI (MHMAR/25/A4752)"
"832","AAPLA MAHARASHTRA MARATHI ADHYAPAK","MAHMAR/2023/88884","10-09-2024","MARATHI","Quarterly","VIJAYKUMAR NARAYAN LANDGE","VIJAYKUMAR NARAYAN LANDGE","Maharashtra","Satara","View        registration details for AAPLA MAHARASHTRA MARATHI ADHYAPAK (MAHMAR/2023/88884)"
"833","AAPLA MARATHA MAVALA","MHMAR/25/A2954","30-09-2025","Marathi","Weekly","desale Ramesh Ragho","desale Ramesh Ragho","Maharashtra","Nashik","View        registration details for AAPLA MARATHA MAVALA (MHMAR/25/A2954)"
"834","AAPLA NAVAPUR","MAHMAR/2024/91025","08-07-2025","Marathi","Weekly","HEMANT VIKRAM PATIL","HEMANT VIKRAM PATIL","Maharashtra","Nandurbar","View        registration details for AAPLA NAVAPUR (MAHMAR/2024/91025)"
"835","AAPLA NETA","69209","18-09-1998","Marathi","Twice a week","SHEELA VASANT UMBARE","SHEELA VASANT UMBARE","Maharashtra","Dharashiv","View        registration details for AAPLA NETA (69209)"
"836","AAPLA RAJSTAMBH","MAHMAR/2023/89334","01-10-2024","MARATHI","Daily","BAPU SHAMRAO JADHAV","BAPU SHAMRAO JADHAV","Maharashtra","Pune","View        registration details for AAPLA RAJSTAMBH (MAHMAR/2023/89334)"
"837","AAPLA SANJ SAHAYADRI TIMES","MAHMAR/2007/20939","23-08-2007","Marathi","Daily","SANDEEP BHAGWANRAO KALE","S.B.KALE","Maharashtra","Mumbai","View        registration details for AAPLA SANJ SAHAYADRI TIMES (MAHMAR/2007/20939)"
"838","AAPLA SANJ SAHAYADRI TIMES","MAHMAR/2003/10715","24-02-2003","Marathi","Daily","S.B.KALE","S.B.KALE","Maharashtra","Aurangabad","View        registration details for AAPLA SANJ SAHAYADRI TIMES (MAHMAR/2003/10715)"
"839","AAPLA TATKAL ACTION NEWS","MAHMAR/2023/89376","10-10-2024","MARATHI","Weekly","MANGAL NILESH SHINDE","MANGAL NILESH SHINDE","Maharashtra","Mumbai","View        registration details for AAPLA TATKAL ACTION NEWS (MAHMAR/2023/89376)"
"840","AAPLA UPNAGAR","MAHMAR/2012/43641","29-06-2012","Marathi","Daily","ANITA ARUN GHAIWAT","ANITA ARUN GHAIWAT","Maharashtra","Palghar","View        registration details for AAPLA UPNAGAR (MAHMAR/2012/43641)"
"841","AAPLA VARTAHAR","59909","01-01-1994","Marathi","Daily","PRAVIN MURLIDHAR SHINGOTE","SHREE AMBIKA PRINTERS & PUBLICATIONS","Maharashtra","Mumbai","View        registration details for AAPLA VARTAHAR (59909)"
"842","AAPLA VIDHARBH","MAHMAR/2023/88006","16-07-2024","MARATHI","Daily","DEVIDAS MADHAVRAO KHANPATE","DEVIDAS MADHAVRAO KHANPATE","Maharashtra","","View        registration details for AAPLA VIDHARBH (MAHMAR/2023/88006)"
"843","AAPLA VRUTTA PRAHAR","MAHHIN/2016/71352","20-04-2017","Hindi","Weekly","RAMESH GANPATI JADHAV","RAMESH GANPATI JADHAV","Maharashtra","Thane","View        registration details for AAPLA VRUTTA PRAHAR (MAHHIN/2016/71352)"
"844","AAPLA YASH","MPMAR/2003/13600","28-08-2004","Marathi","Fortnightly","SMT APARNA PATIL","AJAY PATIL","Madhya Pradesh","Gwalior","View        registration details for AAPLA YASH (MPMAR/2003/13600)"
"845","AAPLA ZILLA AAPLI BATMI","MAHMAR/2015/65817","01-02-2016","Marathi","Weekly","LUKMAN SHAH USMAN SHAH","LUKMAN SHAH USMAN SHAH","Maharashtra","Buldhana","View        registration details for AAPLA ZILLA AAPLI BATMI (MAHMAR/2015/65817)"
"846","AAPLA ZILLA AAPLI PRAGATI","MAHMAR/2016/69773","27-12-2016","Marathi","Weekly","HANIF KHAN BILAN KHAN","HANIF KHAN BILAN KHAN","Maharashtra","Buldhana","View        registration details for AAPLA ZILLA AAPLI PRAGATI (MAHMAR/2016/69773)"
"847","AAPLE LATUR SHAHAR","MAHBIL/2023/88363","02-08-2024","BILINGUAL","Daily","SANJAY RAMRAO UDARE","SANJAY RAMRAO UDARE","Maharashtra","Latur","View        registration details for AAPLE LATUR SHAHAR (MAHBIL/2023/88363)"
"848","AAPLE NAGAR CHAUFER","MAHMAR/2006/18381","11-01-2007","Marathi","Weekly","ABHAY RAMLAL LALWANI","ABHAY RAMLAL LALWANI","Maharashtra","Ahilyanagar","View        registration details for AAPLE NAGAR CHAUFER (MAHMAR/2006/18381)"
"849","AAPLE NAVNAGAR","MHMAR/25/A3503","27-10-2025","Marathi","Daily","Bhausaheb Kisan Gund","Bhausaheb Kisan Gund","Maharashtra","Palghar","View        registration details for AAPLE NAVNAGAR (MHMAR/25/A3503)"
"850","AAPLE PALGHAR","MHMAR/25/A3428","24-10-2025","Marathi","Weekly","VIKAS SHIVRAM PATIL","VIKAS SHIVRAM PATIL","Maharashtra","Palghar","View        registration details for AAPLE PALGHAR (MHMAR/25/A3428)"
"851","AAPLE PARYAVARAN","MAHMAR/2004/14361","04-12-2004","Marathi","Monthly","VIDYADHAR A. WALAVALKAR","VIDYADHAR A. WALAVALKAR","Maharashtra","Mumbai","View        registration details for AAPLE PARYAVARAN (MAHMAR/2004/14361)"
"852","AAPLE RAIGAD","MAHMAR/2021/81366","06-04-2022","Marathi","Weekly","SUNIL JANU WARGADA","SUNIL JANU WARGADA","Maharashtra","Raigad","View        registration details for AAPLE RAIGAD (MAHMAR/2021/81366)"
"853","AAPLE SAMRAJYA","MAHMAR/2021/81699","13-07-2022","Marathi","Daily","SEEMA PRAMOD MORE","SEEMA PRAMOD MORE","Maharashtra","Mumbai","View        registration details for AAPLE SAMRAJYA (MAHMAR/2021/81699)"
"854","AAPLE SAMRAJYA","MAHMAR/2016/67569","17-06-2016","Marathi","Daily","SEEMA PRAMOD MORE","SEEMA PRAMOD MORE","Maharashtra","Raigad","View        registration details for AAPLE SAMRAJYA (MAHMAR/2016/67569)"
"855","AAPLE SAMRAJYA","MAHMAR/2021/81491","12-05-2022","Marathi","Daily","SEEMA PRAMOD MORE","SEEMA PRAMOD MORE","Maharashtra","Thane","View        registration details for AAPLE SAMRAJYA (MAHMAR/2021/81491)"
"856","AAPLE SAMRAJYA","MAHMAR/2021/81685","12-07-2022","Marathi","Daily","SEEMA PRAMOD MORE","SEEMA PRAMOD MORE","Maharashtra","Palghar","View        registration details for AAPLE SAMRAJYA (MAHMAR/2021/81685)"
"857","AAPLE SOLAPUR","MAHMAR/2003/09580","07-01-2003","Marathi","Weekly","P.P.KULKARNI","P.P.KULKARNI","Maharashtra","Solapur","View        registration details for AAPLE SOLAPUR (MAHMAR/2003/09580)"
"858","AAPLE VANGMAYVRUTA","MAHMAR/2008/31756","31-03-2010","Marathi","Monthly","RAJAN VASANT BAWDEKAR","LOKVANGMAY GRIHA PVT. LTD.","Maharashtra","Mumbai","View        registration details for AAPLE VANGMAYVRUTA (MAHMAR/2008/31756)"
"859","AAPLI BATAAMI","MAHMAR/2023/88688","28-08-2024","MARATHI","Weekly","DATTATRAY MAHADEV HIPPARKAR","DATTATRAY MAHADEV HIPPARKAR","Maharashtra","Sangli","View        registration details for AAPLI BATAAMI (MAHMAR/2023/88688)"
"860","AAPLI CHALWAL","MAHMAR/2015/61953","19-05-2015","Marathi","Weekly","GAIKWAD GORAKSH VILAS","GAIKWAD GORAKSH VILAS","Maharashtra","Pune","View        registration details for AAPLI CHALWAL (MAHMAR/2015/61953)"
"861","AAPLI MAHAWARTA","MHMAR/25/A1579","03-07-2025","Marathi","Weekly","Sanjay Pandurang Dudhane","Sanjay Pandurang Dudhane","Maharashtra","Pune","View        registration details for AAPLI MAHAWARTA (MHMAR/25/A1579)"
"862","AAPLI MARATHWADA BHOOMI","MAHMAR/2011/37354","19-05-2011","Marathi","Weekly","SHAIKH EFROZ MUZAMIL AHEMAD","SHAIKH EFROZ MUZAMIL AHEMAD","Maharashtra","Aurangabad","View        registration details for AAPLI MARATHWADA BHOOMI (MAHMAR/2011/37354)"
"863","AAPLYA LOKANCHA SATYAWADI","MHMAR/25/A4846","05-12-2025","Marathi","Daily","Shaikh Rehan Shaikh Feroz","Shaikh Rehan Shaikh Feroz","Maharashtra","Beed","View        registration details for AAPLYA LOKANCHA SATYAWADI (MHMAR/25/A4846)"
"864","AAPLYASATHI AAPANCH","MHMAR/25/A2634","18-09-2025","Marathi","Weekly","chinmay sanjay jagadle","chinmay sanjay jagadle","Maharashtra","Dharashiv","View        registration details for AAPLYASATHI AAPANCH (MHMAR/25/A2634)"
"865","AAPNA ANDAJ","KARHIN/2009/31610","23-03-2010","Hindi","Weekly","SURENDRA K. MEHTA","SURENDRA K. MEHTA","Karnataka","Dharwad","View        registration details for AAPNA ANDAJ (KARHIN/2009/31610)"
"866","AAPNI ARAS PARAS","GUJGUJ/2009/32382","17-05-2010","Gujarati","Fortnightly","M. N. LAXMIDHAR","M.N. LAXMIDHAR","Gujarat","Rajkot","View        registration details for AAPNI ARAS PARAS (GUJGUJ/2009/32382)"
"867","AAPNI CITY","RAJHIN/2012/44749","21-08-2012","Hindi","Fortnightly","HARSH KUMAR","HARSH KUMAR","Rajasthan","Ganganagar","View        registration details for AAPNI CITY (RAJHIN/2012/44749)"
"868","AAPNI HCG","GUJBIL/2015/69953","10-01-2017","English, Gujarati","Monthly","DR. BHARAT GADHAVI","HCG MEDI- SURGE HOSPITALS PRIVATE LIMITED","Gujarat","Ahmedabad","View        registration details for AAPNI HCG (GUJBIL/2015/69953)"
"869","AAPNO ADHIKAR","GUJGUJ/2009/30932","11-02-2010","Gujarati","Weekly","SONAL MUKESHBHAI PANDEY","S.M. PANDE","Gujarat","Navsari","View        registration details for AAPNO ADHIKAR (GUJGUJ/2009/30932)"
"870","AAPNO GRAMIN RAJASTHAN","RAJHIN/2017/74402","15-01-2018","Hindi","Weekly","PRADEEP KUMAR PRAJAPATI","PRADEEP KUMAR PRAJAPATI","Rajasthan","Jodhpur","View        registration details for AAPNO GRAMIN RAJASTHAN (RAJHIN/2017/74402)"
"871","AAPNU AHMEDABAD","GUJGUJ/2015/61858","07-05-2015","Gujarati","Fortnightly","TEJAS PRAVINCHANDRA PATEL","TEJAS PRAVINCHANDRA PATEL","Gujarat","Ahmedabad","View        registration details for AAPNU AHMEDABAD (GUJGUJ/2015/61858)"
"872","AAPNU AMRELI","GUJGUJ/2009/31749","31-03-2010","Gujarati","Weekly","VIRAL JAYANTBHAI KAMDAR","VIRAL JAYANTBHAI KAMDAR","Gujarat","Amreli","View        registration details for AAPNU AMRELI (GUJGUJ/2009/31749)"
"873","AAPNU BHARUCH","GUJGUJ/2015/64453","27-10-2015","Gujarati","Fortnightly","VASIMAKRAM GULAMALI MALEK,","VASIMAKRAM GULAMALI MALEK,","Gujarat","Bharuch","View        registration details for AAPNU BHARUCH (GUJGUJ/2015/64453)"
"874","AAPNU GUJARAT","GUJGUJ/2008/25225","12-08-2008","Gujarati","Daily","DEVEN RATILAL VARMA","DEVEN RATILAL VARMA","Gujarat","Ahmedabad","View        registration details for AAPNU GUJARAT (GUJGUJ/2008/25225)"
"875","AAPNU GUJARAT","48879","05-08-1991","Gujarati","Weekly","DEVEN RATILAL VARMA","DEVEN RATILAL VARMA","Gujarat","Ahmedabad","View        registration details for AAPNU GUJARAT (48879)"
"876","AAPNU MAHANAGAR","GUJGUJ/2012/46332","08-11-2012","Gujarati","Weekly","PATEL SUCHITA BHUPENDRABHAI","PATEL SUCHITA BHUPENDRABHAI","Gujarat","Surat","View        registration details for AAPNU MAHANAGAR (GUJGUJ/2012/46332)"
"877","AAPNU SANDESH","GJGUJ/25/A3640","30-10-2025","Gujarati","Fortnightly","Ektodawala Firdosbanu","Ektodawala Firdosbanu","Gujarat","Ahmedabad","View        registration details for AAPNU SANDESH (GJGUJ/25/A3640)"
"878","AAPNU VICHAR VALONUN","GUJGUJ/2013/49313","23-04-2013","Gujarati","Monthly","PRATIKSHA LAHERI","VICHAR VALONUN PARIVAR","Gujarat","Ahmedabad","View        registration details for AAPNU VICHAR VALONUN (GUJGUJ/2013/49313)"
"879","AAPRI CHITTHI","RAJHIN/2016/70481","14-02-2017","Hindi","Fortnightly","MAYA GAUTAM","MAYA GAUTAM","Rajasthan","Kota","View        registration details for AAPRI CHITTHI (RAJHIN/2016/70481)"
"880","AAPSI PREM","MPHIN/2023/88566","20-08-2024","HINDI","Weekly","KIRAN THAKUR","KIRAN THAKUR","Madhya Pradesh","Bhopal","View        registration details for AAPSI PREM (MPHIN/2023/88566)"
"881","AAPSI VICHAR PARCHAR","43099","05-03-1987","BILINGUAL","Weekly","PARAMJIT KAUR","PARAMJIT KAUR","Delhi","","View        registration details for AAPSI VICHAR PARCHAR (43099)"
"882","AAPTHA BANDHU","KARKAN/2023/88160","29-07-2024","KANNADA","Monthly","AMBARISH G","AMBARISH G","Karnataka","","View        registration details for AAPTHA BANDHU (KARKAN/2023/88160)"
